-4;"I stay in an awful lot of hotels. Probably 50+ a year through work and personally. This one has become my number 1 in terms of badness that I've had the pleasure of gracing!  I stayed there with my fiancée and parents for one night in December and from the word go, it was basically a catastrophe.  Firstly, my mum called the hotel the day before our stay to reserve a table for dinner for when we got there, only to be told that it wouldn't be necessary because it was a quiet evening. When we did get there, we were fairly bluntly told by the waitress that there wasn't any tables because they had a big function on! Now, surely this would have been known about the day before when the call was made?! My dad pointed out that there were at least 2 empty tables to which the staff suddenly agreed and threw them together so that we could all sit together.  When we did eventually manage to sit down and order, on two occasions the waitress had to come back and say that something we had ordered was not available. 45 minutes after ordering our food and drinks, my dad had to go and find out where our actual drinks were because by this time we were getting very thirsty! They did the old &quot;they were just coming sir&quot; as the waitress ran to the bar to get them sorted. Basically, they had forgotten! My dad's food then arrived half an hour later...several minutes then passed before ours appeared. My mum had a fish thing whilst myself and my fiancée had a mixed grill. Upon taking her first bite, my mum noticed something in her dinner. She inspected only to find a large piece of plastic wrapping from the fish, still in her dinner! Clearly, the fish was not cooked as fresh and was basically a boil in the bag jobby which for the money you are paying, is appalling! Both the mixed grills were cold as well so all three meals were then sent back! We ended up getting the duty manager to the table to explain and there was then an awful lot of franticness trying to resolve it. We had 2 waitresses serving our table; one of them was very polite and did seem to try and take command of the situation whilst the other basically downed tools and ran away! We weren't being mean, we just wanted hot food which was free of any foreign objects! The thing that also really annoyed me was that the excuse of &quot;We have a lot of people in tonight&quot; kept being thrown about. This to me is no excuse whatsoever. If you offer people the chance to have a conference or an event at the hotel, you should be able to cope. And at no point should you ever offer that as an excuse. We we're planning on having pudding but it turned out that most of them were also unavailable so we gave up.  The rooms themselves looked ok but in reality really weren't. The bed was dreadful and the room had a funny smell. Something reminiscent of how the drains smell after a period of time with very little rain. We woke up in the morning desperate for a nice shower to wash the previous day away only to find that there was absolutely no hot water on our floor! Annoyed and tired, I called reception who said that there was water on the first floor. After a minute trying to explain that it was great having water on the first floor, but no good to us on the third floor, we were told that we could go to an unused room on the first floor to shower if we so wish. I accepted and a few minutes later a key was brought up to our room for another on the first floor. We got to the room to find that it had clearly just been checked out of and was pretty dirty. The sewer smell was even worse in this room. I went to have a shower and the water pressure was quite frankly, pathetic. I could probably have sweat with more pressure than the shower so although the water was slightly warm, having a shower was a near impossibility. My fiancée found it twice as hard because she has long hair so trying to wash it was laughable at best!  Once we had &quot;showered&quot; and got dressed, we went down to breakfast. The same waitress who had run away from our table the previous night greeted us and you could see she was massively disinterested. I think her total lack of English didn't help the situation either and that is something that annoys me hugely about any hotel. If your in England, the very least you should expect is English speaking staff! So, we sat down and at no point were offered any tea or coffee. We went to look at the buffet and basically had a choice of some cold baked beans, ropey looking bacon and some blueberry muffins. Nothing else. I took a muffin and sat down, by this point about to explode with frustration. Eventually we managed to summon another waiter to ask him for some tea and coffee. We did manage to actually get it fairly quickly! We also asked if there was any possibility of some toast, to which he replied &quot;no, the chef is on a break so we can't get you any toast!&quot; I mean seriously, does it really take a chef to make some toast?! I could cook toast when I was 4 years old without much trouble! I offered to then go and make the toast myself and eventually the waiter himself decided to go and have a crack. He did also say that instead of toast, they could offer us some bread...! Wow.... When the toast did come out, it was basically warm bread anyway so maybe you do need a chef to cope with the unenviable task of making some toast at the Palm Hotel...!  We gave up with breakfast and hurriedly checked out, keen to put as much distance between us and the hotel as possible!  Another small point is the parking is dreadful. A very small car park and no (that I could see) disabled spaces which means that you are forced to park down one of the side roads surrounding the hotel. We had to park a good 200m from the hotel which is a huge problem for my elderly father who has problems walking, especially when it is absolutely chucking it down with rain like it was that night.  All in all, an absolutely dreadful hotel experience, one that I wouldn't wish on the most serious of criminals."
-4;" I have just stayed here for the weekend. 3 nights in total. Thurs - Sun for a wedding. Sadly I am far from impressed. The hotels exterior and grounds are beautiful but sadly just a mask for the shambles inside.  Our room was small, dated and dirty. Our shower handle was broken, as in completely snapped off, making the shower unusable. Not acceptable and the room should not have been used until fixed.The bath taps were also broken, meaning we could only ever run boiling hot baths during our stay. There was no fridge in our room and the bed frame was on wheels and not fixed to wall meaning we were swinging all over room from the slightest movement, we paid for a room not a boat. Overall the room was poor and extremely over priced for what they are offering. I have stayed in travel lodges for a fraction of the price where my room was twice the size and offered a far better range of facilities.  The staff, well, where do I even begin. Customer service and satisfaction is obviously not something they strive for. All were extremely rude and arrogant, forever looking down their nose at you. The smallest thing you ask was such an effort and chore, not great given their rates. Our party had hired a room on the Thursday evening and were told to leave come 9pm..  They had over booked some of our wedding parties room on the wedding night including bridesmaids, amateur move and shockingly poor service, no apology, no ownership, acting like its a common mistake and to get over it. Not that they have ruined the ending of an extremely special occasion and upset and distressed many people in the process.  To top it off they tried to charge us 2 extra meals at the hotel that we did not have, one of which we were at the wedding not at the hotel so physically impossible. mistake or cheap trick to con? MAKE SURE YOU CHECK YOUR BILLS ON DEAPRTURE is my advice if you make the mistake of staying at this hotel.  The breakfast was good but the restaurant manager in the morning could not wait to get you out quick enough.  Drinks at the bar were expensive and ques were big.  I would avoid this hotel at all costs, especially if its a special occasion which you don't want ruined. They lack any form of ownership and a brick wall would have given me better customer service. It just seems a complete shambles, over booking rooms that were made 8 months in advance, adding extras on to bills and staff that can not wait to get rid of you. No apology for a monumental mistake on their behalf that seriously upset and distressed people unnecessarily on a very important day. &quot;we overbook because not all people usually turn up&quot; was along the lines of their response..   I would have got a much better room and far better customer service staying at a Travelodge for a fraction of the price so my advice is to avoid like the plague and book elsewhere. "
-4; I booked this hotel via an online website and immediately cancelled the booking after realizing I had made a mistake with the booking dates. Unknown to me the small print of the booking conditions stated that the full amount will be taken on booking and is non-refundable. The Hotel refused to refund the money to the credit card used and by looking at the majority of the reviews for this hotel I can see why they need to grab every penny they can. 
-4;They have 2 function rooms so when the music starts you can not fail to hear it! Asked to be moved but full and uninterested. Horrible nights sleep. Getting the Manager's name was a task, perhaps we know why now. Their compensation - come back again and we'll upgrade you - no thank you, it was a spoiled anniversary.
-4; This is Hilton at its worst, not decorated for years just a quick flash up here and there, dated rooms and furniture, poor repairs, marks on walls worn decor.  Off to the the bar for food, prawn cocktail out of stock, beer had yeast in the bottom of glass, now these are basics. Food was average and the salad had a stored in the warm look about it.  The only positive is the staff , polite and helpful and dealt with my complaint over the beer with speed and charm, they replaced the drink and took the cost off the bill.  If you want Hilton standard staff excepted you will not get it here, the whole place is tired and grubby, even the gardener has been laid off by the looks of the rear garden which is the view from my room. 
-4; I was booked in here for a meeting nearby by a company. The room is the smallest I have ever stayed in. I feel like Harry Potter! The room was marketed as a double yet couldn't have fitted a double bed in. Three quarter at best. At £215 a night this is a joke. Would not recommend to anyone. To cap it all lift was broken and I was on top floor but I don't suppose anyone can mitigate against this. It only only contributes to my negative feeling about this place. Avoid! 
-4; Good location, attentive staff, but needs freshening up, tiered looking. I was given the room in the basement, which was tacky in its decor. Not good value at all for £200 a night. Will avoid next time I'm in London. 
-4;We stayed one night as the hotel location is great for catching an early Euro Tunnel train. The hotel is very old and the room was incredibly hot and stuffy - I'm not sure why as the radiator was off in the room. There was no air-conditioning and a noisy roof mounted 4 blade fan did little to help. We were on the 4th floor facing the sea and when we opened the window we had road noise, seagulls and pigeons and fishermen talking until 2am. The disco carried on until the early hours and with an early start we unfortunately had a terrible nights sleep...
-4; Visited mid week with my gym kit, only to find the hotel undergoing significant renovation and thus no gym, no pool, lots of areas out of bounds......um, never said this on the website and even the in house TV channel promotes the 'closed' gym! Felt misled, let down almost cheated.....and at over £100 a night this is not good at all. My advise? Don't trust this hotel until you have spoken to the manager and clarifies exactly what the hotel has to offer. Not what I expected from a Crowne Plaza, bit more like Clown Plaza. 
-4; We had the worst experience ever when we stayed in one of the so called Executive suites recently. After having a lovely meal at the restaurant which I can't fault we went back to our chalet to sleep. We were woken at around 2.30am by excessive noises from above i.e ' loud talking, people walking around, slamming doors and the television blaring. At around 3.30am I phoned reception to complain and they said they would have someone walk over and have a word. It went quiet for 15 minutes then started again only this time the jacuzzi was increasing the noise levels and I phoned reception again. Finally when we were completely exhausted we got up and left. On leaving keys at reception at around 6.00am we were asked if we weren't staying for breakfast and we told the man that we were having to go home to get some sleep ! My partner sent an e-mail complaint to the Manager who replied saying there was nobody booked in above us so they couldn't offer a refund. Although we can't prove it we have our suspicions that maybe staff were using the room above us but we were made out to feel like we were lying. This was positively the worst night anywhere we have stayed throughout the world and certainly won't be repeating the experience. The restaurant we would still be happy to give our custom to but would advise anyone else to do as we will do in future - book into the Premier Inn across the road if you want to have a drink - and a quiet night's sleep. No Stars for this place - they just didn't deserve any. 
